,spring_z_ndvi,lon,lat
14700,-0.212,-110.866696,36.0948858
14721,0.265,-110.7559712,36.10874621
14742,1.856,-113.3120796,35.85185996
14763,2.041,-113.2021902,35.86798862
14784,1.956,-113.0922543,35.88401548
14805,2.371,-112.9822721,35.89994047
14826,1.102,-112.8722439,35.91576355
14847,1.078,-112.76217,35.93148464
14868,1.26,-112.6520506,35.9471037
14889,0.881,-112.541886,35.96262065
14910,0.623,-112.4316764,35.97803546
14931,1.17,-112.3214223,35.99334805
14952,1.303,-112.2111237,36.00855837
14973,1.711,-112.100781,36.02366636
14994,0.91,-111.9903944,36.03867197
15015,0.974,-111.8799643,36.05357514
15036,0.747,-111.7694909,36.06837582
15057,0.583,-111.6589744,36.08307394
15078,-0.063,-111.5484152,36.09766945
15099,-0.146,-111.4378135,36.1121623
15120,0.272,-111.3271696,36.12655244
15141,0.126,-111.2164837,36.1408398
15162,-0.24,-111.1057562,36.15502433
15183,-0.165,-110.9949873,36.16910599
15204,-0.266,-110.8841773,36.18308471
15225,0.242,-110.7733265,36.19696044
15246,1.92,-113.2223292,35.95583308
15267,2.096,-113.1122702,35.97187744
15288,2.098,-113.0021648,35.98781983
15309,1.344,-112.8920132,36.00366021
15330,0.877,-112.7818157,36.01939851
15351,0.782,-112.6715726,36.03503467
15372,1.199,-112.5612842,36.05056863
15393,1.249,-112.4509506,36.06600035
15414,1.608,-112.3405723,36.08132975
15435,1.559,-112.2301494,36.09655678
15456,1.096,-112.1196822,36.11168138
15477,0.884,-112.009171,36.1267035
15498,0.845,-111.8986161,36.14162308
15519,0.612,-111.7880177,36.15644007
15540,0.903,-111.6773762,36.17115439
15561,0.4,-111.5666917,36.18576601
15582,0.138,-111.4559647,36.20027487
15603,-0.095,-111.3451952,36.21468091
15624,0.126,-111.2343837,36.22898407
15645,-0.654,-111.1235304,36.2431843
15666,-0.52,-111.0126355,36.25728155
15687,-0.026,-110.9016995,36.27127576
15708,0.226,-110.7907224,36.28516688
15729,1.79,-113.242515,36.04366839
15750,1.754,-113.1323326,36.05973031
15771,1.543,-113.0221037,36.07569018
15792,1.348,-112.9118284,36.09154794
15813,1.125,-112.8015071,36.10730351
15834,1.32,-112.6911401,36.12295686
15855,1.632,-112.5807275,36.1385079
15876,1.508,-112.4702696,36.15395659
15897,1.52,-112.3597668,36.16930288
15918,1.418,-112.2492193,36.18454669
15939,1.926,-112.1386274,36.19968797
15960,1.272,-112.0279913,36.21472668
15981,1.451,-111.9173114,36.22966274
16002,0.417,-111.8065878,36.2444961
16023,0.322,-111.6958209,36.2592267
16044,0.368,-111.5850109,36.2738545
16065,0.285,-111.4741582,36.28837943
16086,-0.083,-111.363263,36.30280143
16107,-0.151,-111.2523255,36.31712046
16128,-0.775,-111.1413461,36.33133646
16149,-0.79,-111.030325,36.34544937
16170,-0.069,-110.9192626,36.35945914
16191,0.682,-110.808159,36.37336571
16212,1.653,-113.1524416,36.14757429
16233,1.458,-113.0420889,36.16355171
16254,1.673,-112.9316897,36.17942691
16275,1.172,-112.8212443,36.19519984
16296,1.542,-112.710753,36.21087043
16317,1.35,-112.600216,36.22643863
16338,1.456,-112.4896336,36.24190438
16359,1.384,-112.3790061,36.25726762
16380,1.532,-112.2683337,36.27252828
16401,0.552,-112.0468555,36.30274167
16422,1.156,-111.9360502,36.31769428
16443,0.396,-111.8252012,36.33254409
16464,0.215,-111.7143086,36.34729105
16485,0.299,-111.6033729,36.36193509
16506,0.236,-111.4923942,36.37647616
16527,-0.474,-111.3813729,36.3909142
16548,-1.093,-111.2703092,36.40524917
16569,-0.947,-111.1592035,36.419481
16590,-0.77,-111.0480559,36.43360963
16611,-0.298,-110.9368668,36.44763503
16632,-0.222,-110.8256364,36.46155712
16653,1.618,-112.7304116,36.29877559
16674,1.361,-112.6197499,36.31436101
16695,1.245,-112.5090427,36.32984389
16716,1.486,-112.3982902,36.34522415
16737,1.336,-112.2874927,36.36050174
16758,0.11,-112.0657637,36.39074868
16779,0.466,-111.9548328,36.40571791
16800,0.739,-111.843858,36.42058424
16821,0.487,-111.7328396,36.43534761
16842,0.133,-111.6217778,36.45000796
16863,-0.156,-111.5106729,36.46456524
16884,-0.799,-111.3995253,36.4790194
16905,-0.902,-111.2883351,36.49337037
16926,-0.869,-111.1771026,36.5076181
16947,-0.216,-111.0658283,36.52176253
16968,0.729,-110.9545122,36.53580362
16989,0.362,-110.8431547,36.5497413
17010,1.366,-112.5284971,36.4177753
17031,1.49,-112.4176193,36.43317266
17052,0.367,-112.0847161,36.47874788
17073,0.025,-111.9736594,36.4937338
17094,0.299,-111.8625585,36.50861672
17115,0.291,-111.7514139,36.52339658
17136,0.182,-111.6402258,36.53807331
17157,-0.828,-111.5289944,36.55264688
17178,-0.506,-111.4177201,36.56711721
17199,-0.583,-111.3064031,36.58148425
17220,-0.894,-111.1950438,36.59574795
17241,-0.421,-111.0836423,36.60990825
17262,0.143,-110.972199,36.62396509
17283,0.255,-110.8607142,36.63791843
17304,1.118,-112.5479969,36.50569879
17325,0.87,-112.4369936,36.52111333
17346,1.583,-112.325945,36.53642499
17367,0.561,-112.1037129,36.56673945
17388,0.14,-111.99253,36.58174214
17409,-0.18,-111.8813028,36.59664172
17430,-0.19,-111.7700317,36.61143813
17451,0.022,-111.658717,36.62613133
17472,-0.733,-111.5473589,36.64072124
17493,-0.598,-111.4359576,36.65520782
17514,-0.7,-111.3245136,36.669591
17535,-0.765,-111.213027,36.68387074
17556,-0.955,-111.1014982,36.69804697
17577,-0.861,-110.9899274,36.71211964
17598,-0.288,-110.878315,36.7260887
17619,0.708,-110.7666611,36.73995409
17640,0.892,-112.5675424,36.59361455
17661,0.54,-112.4564132,36.60904633
17682,0.775,-112.3452387,36.62437514
17703,0.79,-112.2340189,36.63960091
17724,0.68,-112.1227541,36.65472358
17745,0.23,-112.0114448,36.66974311
17766,0.317,-111.900091,36.68465942
17787,-0.093,-111.7886932,36.69947246
17808,-0.006,-111.6772516,36.71418218
17829,-0.537,-111.5657664,36.72878852
17850,-0.562,-111.454238,36.74329141
17871,-0.365,-111.3426666,36.75769081
17892,-0.061,-111.2310525,36.77198665
17913,-0.173,-111.1193961,36.78617888
17934,-0.424,-111.0076975,36.80026745
17955,-0.313,-110.8959571,36.8142523
17976,0.174,-110.7841751,36.82813337
17997,1.015,-112.5871335,36.68152277
18018,1.061,-112.4758783,36.69697187
18039,1.352,-112.3645775,36.71231789
18060,0.491,-112.14184,36.74270046
18081,0.309,-112.0304039,36.75773689
18102,0.606,-111.9189233,36.77267001
18123,0.958,-111.8073985,36.78749976
18144,0.379,-111.6958297,36.80222607
18165,0.238,-111.5842172,36.8168489
18186,-0.014,-111.4725613,36.83136818
18207,0.186,-111.3608623,36.84578386
18228,0.912,-111.2491204,36.86009588
18249,0.604,-111.137336,36.87430418
18270,0.472,-111.0255094,36.88840871
18291,0.319,-110.9136408,36.90240942
18312,0.598,-110.8017304,36.91630624
18333,1.03,-112.6067706,36.76942362
18354,0.982,-112.4953891,36.78489011
18375,0.889,-112.3839617,36.80025343
18396,1.077,-112.2724888,36.8155135
18417,0.358,-112.1609707,36.83067027
18438,1.027,-112.0494076,36.84572368
18459,0.44,-111.9377999,36.86067368
18480,0.021,-111.8261477,36.8755202
18501,0.257,-111.7144515,36.89026318
18522,0.587,-111.6027114,36.90490257
18543,0.338,-111.4909277,36.91943831
18564,0.232,-111.3791008,36.93387034
18585,0.166,-111.2672309,36.9481986
18606,0.256,-111.1553183,36.96242305
18627,0.217,-111.0433633,36.97654361
18648,0.372,-110.9313661,36.99056024
18669,0.997,-112.5149456,36.87280125
18690,0.983,-112.4033914,36.88818193
18711,1.051,-112.2917916,36.90345927
18732,0.798,-112.1801464,36.9186332
18753,1.277,-112.068456,36.93370367
18774,0.004,-111.9567208,36.94867061
18795,-0.237,-111.8449411,36.96353397
18816,0.279,-111.7331171,36.9782937
18837,0.242,-111.6212491,36.99294972
18858,0.873,-112.4228668,36.97610359
18879,1.055,-112.3111398,36.99139826
18900,1.939,-110.8448669,33.1102842
18921,1.976,-110.7383321,33.12417208
18942,1.948,-110.8616609,33.1987755
18963,1.657,-110.7550095,33.21267714
18984,1.847,-110.6483207,33.22647917
19005,1.828,-110.5415945,33.24018153
19026,2.042,-110.8784927,33.28725279
19047,1.869,-110.7717245,33.30116825
19068,1.861,-110.6649186,33.314984
19089,1.789,-110.5580754,33.3287
19110,1.837,-110.451195,33.3423162
19131,1.873,-110.8953624,33.37571623
19152,1.862,-110.788477,33.38964556
19173,2.1,-110.6815539,33.4034751
19194,2.082,-110.5745933,33.4172048
19215,2.049,-110.4675955,33.43083461
19236,1.864,-110.3605607,33.44436449
19257,1.558,-110.2534892,33.45779439
19278,1.041,-110.1463812,33.47112426
19299,0.779,-110.039237,33.48435406
19320,1.931,-111.0192346,33.45012288
19341,2.117,-110.91227,33.46416599
19362,1.97,-110.8052673,33.47810926
19383,2.014,-110.6982267,33.49195265
19404,2.054,-110.5911485,33.5056961
19425,2.074,-110.4840329,33.51933958
19446,1.744,-110.3768802,33.53288303
19467,1.23,-110.2696907,33.54632641
19488,0.399,-110.1624646,33.55966967
19509,1.459,-110.0552022,33.57291278
19530,1.293,-111.0362978,33.53854506
19551,1.967,-110.9292157,33.55260225
19572,1.992,-110.8220954,33.56655952
19593,1.664,-110.714937,33.58041681
19614,1.924,-110.607741,33.59417408
19635,1.771,-110.5005074,33.60783128
19656,0.623,-110.3932367,33.62138836
19677,1.703,-110.1785844,33.64820199
19698,1.436,-110.0712035,33.66145845
19719,1.871,-111.0533995,33.62695384
19740,2.092,-110.9461997,33.64102519
19761,2.042,-110.8389615,33.65499651
19782,2.05,-110.7316852,33.66886777
19803,1.789,-110.624371,33.68263891
19824,1.517,-110.5170192,33.69630988
19845,1.66,-110.40963,33.70988065
19866,1.255,-110.3022038,33.72335117
19887,2.052,-110.1947407,33.73672139
19908,1.509,-110.0872411,33.74999126
19929,1.511,-111.285059,33.68687816
19950,1.898,-111.1778189,33.70116379
19971,2.001,-111.0705399,33.71534941
19992,1.854,-110.963222,33.72943496
20013,1.841,-110.8558657,33.7434204
20034,2.014,-110.7484711,33.75730568
20055,2.026,-110.6410386,33.77109075
20076,1.972,-110.5335683,33.78477557
20097,1.933,-110.4260605,33.79836008
20118,2.018,-110.3185155,33.81184426
20139,2.14,-110.2109336,33.82522804
20160,1.722,-110.1033149,33.83851138
20181,1.483,-111.3024742,33.77523187
20202,1.844,-111.1951161,33.78953195
20223,1.555,-111.0877189,33.80373193
20244,1.641,-110.9802829,33.81783175
20265,1.831,-110.8728082,33.83183136
20286,1.785,-110.7652951,33.84573072
20307,1.808,-110.6577439,33.85952978
20328,1.963,-110.5501549,33.8732285
20349,1.904,-110.4425282,33.88682682
20370,2.181,-110.3348642,33.90032471
20391,2.004,-110.2271632,33.91372211
20412,1.718,-110.1194252,33.92701898
20433,2.127,-110.0116507,33.94021527
20454,1.676,-111.3199287,33.86357259
20475,1.773,-111.2124524,33.87788718
20496,1.327,-111.1049369,33.89210157
20517,1.507,-110.9973823,33.90621572
20538,1.387,-110.889789,33.92022956
20559,1.794,-110.7821572,33.93414307
20580,1.677,-110.6744871,33.94795618
20601,1.901,-110.5667791,33.96166886
20622,1.832,-110.4590333,33.97528104
20643,1.846,-110.35125,33.9887927
20664,1.313,-111.4449779,33.93747107
20685,1.764,-111.3374228,33.95190048
20706,1.617,-111.229828,33.96622964
20727,1.479,-111.1221939,33.98045851
20748,1.339,-111.0145205,33.99458705
20769,1.645,-110.9068084,34.00861519
20790,1.852,-110.7990575,34.0225429
20811,1.325,-111.4626302,34.02577158
20832,1.755,-111.3549565,34.04021572
20853,1.778,-111.247243,34.05455951
20874,1.507,-111.13949,34.06880293
20895,1.371,-111.0316977,34.08294591
20916,1.28,-110.9238663,34.09698841
20937,1.738,-111.37253,34.12851847
20958,1.652,-111.2646975,34.14287696
20979,1.336,-111.1568253,34.15713498
21000,1.534,-111.0489138,34.17129247
21021,1.403,-110.9409631,34.18534939
21042,1.405,-111.6059265,34.18776091
21063,1.671,-111.4980551,34.20233515
21084,1.601,-111.3901434,34.21680892
21105,1.481,-111.2821917,34.23118217
21126,1.14,-111.1742001,34.24545485
21147,1.273,-111.066169,34.25962692
21168,1.491,-111.6238186,34.2760093
21189,1.419,-111.515828,34.29059855
21210,1.665,-111.4077969,34.30508723
21231,1.743,-111.2997256,34.31947531
21252,1.742,-111.1916145,34.33376272
21273,1.789,-111.0834636,34.34794941
21294,1.647,-111.6417514,34.36424561
21315,0.89,-111.5336413,34.37884993
21336,1.092,-111.5514951,34.46708945
21357,1.989,-109.7446457,32.43354526
21378,2.067,-109.6388317,32.4464217
21399,2.552,-109.5329838,32.45919901
21420,2.831,-109.427102,32.47187717
21441,2.345,-109.3211866,32.48445612
21462,2.25,-109.2152379,32.49693583
21483,1.117,-110.3949166,32.44287199
21504,1.546,-110.2891974,32.45635526
21525,1.223,-110.1834426,32.46973958
21546,1.323,-110.0776524,32.48302489
21567,1.798,-109.9718271,32.49621116
21588,1.631,-109.8659668,32.50929835
21609,1.494,-109.7600718,32.52228641
21630,1.784,-109.6541424,32.53517531
21651,2.042,-109.5481789,32.547965
21672,2.323,-109.4421814,32.56065544
21693,2.438,-109.3361502,32.57324659
21714,1.923,-109.2300856,32.58573841
21735,0.884,-110.411069,32.53152116
21756,1.463,-110.3052348,32.54501747
21777,0.963,-110.1993649,32.55841474
21798,1.333,-110.0934594,32.57171292
21819,1.735,-109.9875187,32.58491197
21840,1.369,-109.8815429,32.59801185
21861,1.649,-109.7755324,32.61101252
21882,1.472,-109.6694873,32.62391393
21903,2.102,-109.5634079,32.63671605
21924,2.054,-109.4572945,32.64941882
21945,2.096,-109.3511473,32.66202222
21966,1.617,-109.2449665,32.67452621
21987,0.904,-110.4272574,32.62015513
22008,1.078,-110.321308,32.63366454
22029,1.144,-110.2153227,32.64707482
22050,1.268,-110.1093017,32.66038592
22071,1.629,-110.0032454,32.6735978
22092,1.741,-109.8971539,32.68671043
22113,1.214,-109.7910275,32.69972375
22134,1.642,-109.6848665,32.71263773
22155,2.068,-109.578671,32.72545233
22176,2.131,-109.4724414,32.7381675
22197,1.923,-109.3661779,32.7507832
22218,1.239,-110.4434819,32.70877407
22239,1.103,-110.337417,32.72229663
22260,0.987,-110.2313161,32.73571997
22281,1.268,-110.1251794,32.74904405
22302,1.645,-110.0190072,32.76226882
22323,1.333,-109.9127997,32.77539424
22344,1.441,-109.8065573,32.78842028
22365,1.606,-109.70028,32.80134688
22386,1.862,-109.5939682,32.81417401
22407,2.009,-109.4876222,32.82690162
22428,1.861,-109.3812422,32.83952968
22449,1.24,-110.353562,32.81091391
22470,1.302,-110.2473452,32.82435037
22491,1.54,-110.1410926,32.83768748
22512,1.357,-110.0348043,32.8509252
22533,1.659,-109.9284806,32.86406348
22554,2.139,-109.8221218,32.87710228
22575,1.33,-109.7157281,32.89004156
22596,1.043,-109.6092998,32.90288127
22617,1.549,-109.502837,32.91562138
22638,1.83,-109.3963402,32.92826184
22659,1.659,-110.3697432,32.89951656
22680,1.658,-110.2634103,32.9129662
22701,1.476,-110.1570414,32.92631639
22722,1.482,-110.0506367,32.93956711
22743,1.285,-109.9441966,32.95271829
22764,1.513,-109.8377212,32.96576991
22785,1.295,-109.7312108,32.97872192
22806,1.576,-109.6246656,32.99157428
22827,1.536,-109.518086,33.00432694
22848,1.97,-110.3859606,32.98810474
22869,1.487,-110.2795113,33.00156761
22890,1.424,-110.1730259,33.01493095
22911,1.232,-110.0665047,33.02819471
22932,1.192,-109.9599478,33.04135887
22953,1.354,-109.8533556,33.05442336
22974,1.42,-109.7467283,33.06738815
22995,1.451,-109.640066,33.0802532
23016,1.56,-109.5333692,33.09301847
23037,1.866,-110.4022143,33.07667862
23058,2.012,-110.2956485,33.09015478
23079,1.837,-110.1890464,33.10353132
23100,1.354,-110.0824083,33.11680819
23121,1.287,-109.9757344,33.12998536
23142,1.241,-109.8690251,33.14306279
23163,1.001,-109.7622806,33.15604042
23184,1.486,-109.655501,33.16891822
23205,1.675,-109.5486868,33.18169614
23226,1.99,-110.4185046,33.16523838
23247,1.638,-110.3118219,33.17872788
23268,1.383,-110.2051028,33.19211767
23289,1.653,-110.0983476,33.20540772
23310,1.438,-109.9915565,33.21859796
23331,0.805,-109.8847299,33.23168837
23352,0.908,-109.7778679,33.2446789
23373,1.657,-109.6709708,33.2575695
23394,1.412,-109.5640388,33.27036013
23415,1.864,-110.4348314,33.25378418
23436,1.939,-110.3280316,33.26728709
23457,1.793,-110.2211953,33.28069019
23478,1.683,-110.1143228,33.29399345
23499,0.792,-110.0074142,33.30719683
23520,0.818,-109.90047,33.32030028
23541,1.15,-109.7934903,33.33330375
23562,0.735,-109.6864754,33.34620721
23583,1.463,-109.5794255,33.35901061
23604,1.731,-110.3442778,33.35583256
23625,1.659,-110.2373241,33.36924904
23646,0.869,-110.1303339,33.38256558
23667,0.875,-110.0233077,33.39578214
23688,0.991,-109.9162456,33.40889868
23709,1.647,-109.8091479,33.42191516
23730,0.981,-109.7020149,33.43483153
23751,1.274,-109.5948468,33.44764775
23772,1.444,-109.9320568,33.49748376
23793,1.641,-109.8248409,33.5105133
23814,1.336,-109.7175895,33.52344263
23835,1.816,-109.610303,33.53627172
23856,2.45,-109.1092562,32.50931626
23877,1.976,-109.1239879,32.59813086
23898,1.927,-109.1387525,32.68693073
23919,1.649,-109.2598807,32.76329939
23940,1.759,-109.1535502,32.77571604
23961,1.886,-109.0471865,32.78803309
23982,1.727,-109.2748284,32.85205814
24003,1.715,-109.168381,32.86448696
24024,1.741,-109.0619004,32.8768161
24045,1.68,-109.2898095,32.94080262
24066,1.528,-109.1832451,32.95324367
24087,1.317,-109.0766474,32.96558494
24108,1.742,-109.4114721,33.01697986
24129,1.412,-109.3048242,33.02953301
24150,1.295,-109.1981426,33.04198633
24171,1.316,-109.0914275,33.05433979
24192,1.609,-109.426638,33.1056839
24213,1.148,-109.3198727,33.11824947
24234,1.289,-109.2130736,33.13071512
24255,1.271,-109.1062408,33.14308083
24276,1.748,-109.441838,33.19437414
24297,1.479,-109.3349551,33.20695218
24318,1.402,-109.2280381,33.21943022
24339,1.386,-109.1210875,33.23180822
24360,1.36,-109.4570723,33.28305075
24381,1.425,-109.3500714,33.29564132
24402,1.584,-109.2430364,33.3081318
24423,1.558,-109.1359676,33.32052214
24444,1.539,-109.4723409,33.3717139
24465,1.413,-109.3652218,33.38431705
24486,1.286,-109.2580686,33.39682002
24507,1.645,-109.1508814,33.40922276
24528,1.799,-109.4876439,33.46036377
24549,1.669,-109.1658288,33.49791025
24570,1.329,-109.0584891,33.51022508
24591,0.684,-109.2882347,33.57415711
24612,0.645,-109.1808099,33.5865848
24633,1.691,-109.0733513,33.59891204
24654,1.131,-109.1958251,33.67524658
24675,0.829,-109.3185376,33.75144289
24696,0.853,-109.1031767,33.77624796
24717,1.351,-114.441259,33.03624469
24738,1.353,-114.33553,33.05347343
24759,0.328,-114.673601,33.08936824
24780,2.051,-114.5678517,33.10681048
24801,1.658,-114.4620559,33.12415446
24822,1.377,-114.3562136,33.14140011
24843,2.089,-114.5888083,33.19468785
24864,2.111,-114.4828991,33.21204889
24885,1.595,-114.3769433,33.22931152
24906,1.649,-114.2709413,33.24647569
24927,2.392,-113.4212871,33.38023778
24948,1.198,-114.6098116,33.28254998
24969,1.703,-114.5037888,33.29992816
24990,1.227,-114.3977194,33.31720784
25011,1.259,-114.2916035,33.33438898
25032,2.485,-113.8666804,33.40212697
25053,2.255,-113.7603359,33.41881455
25074,1.989,-113.6539463,33.43540326
25095,2.075,-113.547512,33.45189303
25116,2.291,-113.4410331,33.46828382
25137,1.886,-113.3345099,33.48457557
25158,0.898,-114.6308617,33.37039704
25179,1.298,-114.5247252,33.38779242
25200,1.059,-114.4185419,33.40508923
25221,1.334,-114.3123119,33.42228741
25242,1.964,-113.9933449,33.47328963
25263,2.418,-113.886931,33.49009273
25284,2.002,-113.7804716,33.50679694
25305,1.608,-113.6739671,33.52340218
25326,2.016,-113.5674176,33.5399084
